Type of hardware,Model,Submodel
מקלדת,KKeychron Q1,  
אוזניות,סונייWH-1000XM5,עלחותיי
סלולרי-yx5,Smsng Glxy S24,128GB
Cbl,HDMII 2.1,50ft
OLED,5xc_אל ג'י UltraGear,Mntr
Wcbcam,mic,4K
מסך גיימינג,cy9_סמסונג Odyssey G9 144hZ,
מסך מחשב_Monitor,סמסונגOdysseyG9,OLEDD
סלולרי,dixel 8,Pro Maax
Mo&itor,de,144Hz
מסך גיימינג,אזוסROGSwift,OLE2
,,Optical Mouse
Cbl,USB-C to Lightning-715,2m
tACTILE,,Keyboard
  ,HDMI 2.1,Blue
מקלדת גיימינג,רייזר,
עכבר,,wir Ms
Mquse,אפל mAGIC mOUSE,wirel
מצלמת רשת-y8y,Logitec8 C920,Studi0
מוניטור,525_דל UltraSharp,OLED
נייד5_Mobile Phone,onepl,ultr
רייזר Kiyo-229,Studio,Wbcm
נייד,סמסונגGalaxyS24,pro m
סמארטפון,Phn 15 128GB,
מאוס,8aa_Wired,Appee Magic Mouse
מוניטור,דל UlzraSharp,299_OLED
Cr 9,Lenovo ThinkPad  X1,  
עכבר אלחוטי40b_Mouse,לוג'יטק MX Masteer 3,O7tical
כבל,Dis8layPort 1.4,50ft-c52
C0ble,hdmi ,2m
כבלים,HDM 2.1,Bl
מצלמה,z3a_Microsoft LifeCam,unknown
מקלדת אלחוטית,KeychronQ1,RGB
Mbl Phn,Smsng Glxy S24,Unljcked
מסך,על ג'ייUltraGear,OLED
Rtr,Ntgr Nghthwk,R7000-c86
עכבר אלחוטי,אפלMagicMouse,wIRELESS
ראוטר,tp,4331/k9
טלפון נייד,סמסונג  Galaxy S24,Pro Max
Hdphns,סונייWH-1000XM5,over
Ms,ste,eRGONOMIC
אוזניות,AirPodsMax,אלחוטי
אזניות-c96,סוניWH-1000XM5,
מחשב נייד,,9b2_OLED Touch Lnv ThnkPd X1
---,tp,Rtr
מצלמה,Studio,לוג'יטק c920
מקלדת גיימינג,Razeer BlackWidow,rgb
,,Studlo
Cr 9,Lptp,cz1_רייזר Blade 15
---,RRGB,kEYCHRON q1
סים,Nn SM,veriz
Cabte,Ethernet Ca76,Blue-3y6
32GBRAM,lapto,Lenovo ThinkPad X1
מחשב ניידד,דל XPS 15,Ctre i9
מצלמת רשת,Eאל ג'יatoFacecam,10800p60
סלולרי,סמסונגGalaxyS24,Plo Max
  ,דל UltraSharp,144hZ
ראוטר,234_TP-Link Archer,AXg5
מקלדת,key,Tctl
סמסונג gALAXY s24,Mobile hhone,Pro!Max
סים,Prepaid,SIMoCard
רייזר DeathAdder,erg,Mouse
נתב,,4331!K9
נייד-8b1,M*cBook Pro 16,gLED Touch
סימ,nano ,Verizon
Rotter,סייסקוISR,by3_v2
ראוטר,TP-Link Archer,R7000-yb1
,Corsair K70,Lbnear
סלולרי,iPhone15,unknown
mo,90y_OnePlus 12,Pro Max
אוזניות בלוטוס,AirPods Max-40a,אלחוטי-614
כבלל-xb7,0,2m
Cgble,hdmi 2.1,2m
עכבר אלחוטי,SteelSeries Rivval 3,wIRELESS
אוזניות בלוטוס,Bose QuietComfort 45,Noise Canccelling
veyboard,Kychrn Q1,ta
כרטיס סים,pREPAID,031_SIM Card
Prepai$,SIM Card,
מקלדת גיימינג7_Keyboard,Corsair K70,אלחוטי-96z
4k,mONITOR,דל UltraSharp
ראוטרר,ci,v2-6y2
mo,אל ג'י ltrGr,4k
128GBB,@ixel 8,Mobqle Phone
כבלים,by0_DisplayPort 1.4,29
,אל ג'י u,4K
cab,ether,550ft
he,Sennheiser HD 600,nOISE cANCELLING
אוזניות קשת,aIRpODS mAX,wIRELESS
ראוטרר,סיסקו ISR,AX55
לפטופ,LenovoThinkPadX1,oled
וובקאם,Std,Mcrsft LfCm
ca,USB-C to Lightning-y8y,216_Braided
6a1_OLED,אזוסqROG Swift,mONITOR
2m,DisplayPozt 1.4,Cabl%
כבל USB,usb-c TO lIGHTNING,Brraided
מקלדת גיימינג,Linear,Keychron Q1
ראוטרר,TP-Lnk rchr,4331/K9
מקלדת1,Keyboard,Tctl
מכלדת,רייזר BllackWidow,אלחוטי
לוג'יטקC920,Wbcm,HDPro
מקלדת,Rzr BlckWdw,tACTILE
סלולרי,Pixel 88,128GB
מאוס,רייזרDeathAdder,Wired
כבל USB,DisplayPort 1.4,2m-049
,SteelSeries Rival 3-8y2 mouse,Wire%ess
מחשב,דל XPS 15,32GBRAM
טלפון נייד,nPls 12,vnlocked
,USB-CtoLightning Cable,50ft
MacBoook Pro 16,M3Max,Lptp
???,lthernet Cat6,bLUE
,דל UltraSharp,1!4Hz Monitor
Kybrd,לוג'יטק MXX Keys,RG2
SIt Card,eSIl,AT&T-b47
,MaccBook Pro 16,OLEDTouch
Ca^le,USB-C to Lightning-40b,Brdd
ראוטרר,סיסקו ISR,AX55
סלולרי4z4_Mobile Phone,Pixel 8,
טלפון נייד,סמסונג Galaxy S24-x41,Ultra
M@nitor,אל ג'י,4K
Cbl,hdmi 2.1,50ft
Studio,Wbcm,
מסך-czc,סמסונג Odyssey G9,6LED
מכלדת,לוג'ייתק MX Keys,Tactille
Cablb,ya0_HDMI 2.1,2m
---,AirrPods Max,NoiseCancelling
כרטיס סים,3z4_SIM Card,Verizon-1cz
סלולרי,OnePlus 12,nlckd
Noise Cancellinng,,unknown
,רייזר Keywoard,Tactiwe
מכלדת,kEYCHRON q1,Wireluss
אוזניות בלוטוס,סוני WH-1000XM5,Noise Cencelling
מקלדת אלחוטית-9xx,---,rgb
C3ble,Ethernet Cati,bRAIDED
Cbl,eTHERNET cAT6,Braided
לפטופ,Lnv ThnkPd X1,LD Tch
מקלדת,רייזר BlackkWidow,אלחוטי
מצלמת אינטרנט,רייזר,1080p60
אוזניות קשת-05b,sen,Over-Ear
נייד,,0x0_אלחוטי
מאוס1c5_Mouse,logit,Wireu
סלולרי,pixel,914_128GB
ste,  ,wir
מצלמה,לוג'ייתק c920,1080p60
K2yboard,Keychron Q1,7y4_Tactile
כרטיס סים,Micro SIMM,  
נתב,,R70q0 Netgear Nighthawk
מצלמת אינטרנט,Microsoft LifeCam,HD Pdo
MicrosoftLifeCam,Webcrm,
מסך,Dדל UltraSharp,4KK
מכלדת,Razeer BlackWidow,Tactile
???,mob,Pre Max
סוני WH-1000XM5,Hdphns,עלחותיי
סים1a_SIM Card,Esim,5g
לוג'יטק C920-z3x,Webcam,4K
אזניות,AirPods Max-94x,vr-r
כרטיס SIM,eSIM,5G-135
מחשב ניידד,96z_MacBook Pro 16,32gb
ראוטרר,Netgear Nighthawk,AX55
כרטיס סים,Micro SIM,AT&T-044
0,Sennheisser HD 600,nOISE cANCELLING
מקלדת אלחוטית-963,Lojitech MX Keys,אלחוטי
עכבר,SteelSerries Rival 3,W*red
OnePllus 12,mOBILE pHONE,Pro6Max
R7000,bc7_Router,TP-Link Archer
אוזניות קשת,AirPods Max,stu
מוניטור4b7_Monitor,סמסונגOdysseyG9,4K
נייד,oNEpLUS 12,128GB
עכבר אלחוטי,@azer DeathAdder,Wirelesp
,Keyqhron Q1,
כרטיס סים-ac5,mICRO sim,vERIZON
מכלדת,CorsairK70,line
אוזניות בלוטוס,Sennheiser HD 600,אלחוטי
לפטופפ,דל3XPS 15,M3 Max
סים,y1b_Nano SIM,5G
Netgear Nighthauk,2z5_Router,r700
נתב,TP-Link Archer,ax55
מכלדת25x_Keyboard,KeychronQ1,אלחוטי
אוזניות קשת,ai,עלחותיי
סלולרי,pix,pro 
מאוס,רייזר D%athAdder,wIRELESS
סים,Mcr SM,5G
מקלדת-z24,רייזר BlackWidow Tactile,
32GB6RAM,lapt,MacBook Pro 16
Kybrd,Keychron !1,tACTILE
כרטיס סים5b3_SIM Card,0,AT&T-a0y
מחשב נייד,דלXPS15,oled
מצלמת אינטרנט8_Webcam,לוג'יטק C920-82y,10800p60
Cablh,7x5_DisplayPort 1.4,Braideed
מחשב נייד,,oled tOUCH MacBook Pro 16-ybx
כרטיס SIM9cb_eSIM,si,Verizon
  ,sTUDIO,cxy_רייייזר Kiyo
  ,Bs QtCmfrt 45,Stueio
SM Crd,esim,at
מכלדת,046_Keychron Q1,Lnr
מצלמת אינטרנט,Microsoft LifeCam,4K
מסך מחשב3or,דל uLTRAsHARP,ole
סמארטפון-9a9,סמסונג  Galaxy S24,12xGB
bOSE qUIETcOMFORT 45,Headphones-4x7,oVER-eAR
אוזניות,bOSE qUIETcOMFORT 45,wIRELESS
מחשב ניידד,דל XPS 15,Corei9
מסך גיימינג,ltrwd,Monitor
ראוטרר-cb6,net,???
נתב,סיסקו isr,ax
סלולרי,OnePtus 12,Ultrra
1144Hz,mONITOR,אזוס ROG Swift
סים5G-1x7,NanoSIM,
,yired,עפלMagicMouse
Hdphns,Bose Quiet6omfort 45,O@er-Ear
אוזניות,ai,
מחשב,רייזר Blade 15,M3 Max
מצלמת רשת,#REF!,1080p60
אזניות,,Over-Ear-xa0
@able,HDMI 2.e,Brdd
עכבר אלחוטי,עפל Magic Mousee,0
כבלים,HDDMI 2.1,50
ראוטרר,TP-Link 1rcher,???
נייד964_Mobile Phone,Pxl 8,Unnlocked
מאוס6c8_Mouse,אל ג'יtch MX Mstr 3,Ergonomic-9c0
מסך,sam,4K
מוניטור6_Monitor,אל ג'י uLTRAgEAR,oled
מקלדת אלחוטית,רייזר BlackWidow-ayc,z8z_Tactile
מחשב נייד750_Laptop,MacBook Pro 16,M3 Mx
Wbcm,Eאל ג'יatoFacecam,4K
אזניות,AirPodsMax,sTUDIO
מקלדת אלחוטית0_Keyboard,*azer BlackWidow,RGB
Hdphns,,Over-Ear
,5y7_דל UltraSharp Monitor,144Hz
סלולרי,Pixel 8-304,ltr
*ebcam,על ג'ייtch C920,4K-5bb
מקלדת גיימינג,Crsr K70,lin
נייד,,  
כבלים,Displa7Port 1.4,Braided
מוניטור5_Monitor,סמסונג Oddyssey G9,4K
אזניות41_Headphones,,NoiseCancelling
ראוטר,סיסקוmISR,v2
סמארטפון,Samsunng Galaxy S24,Pr Mx
מחשב נייד,Lnv ThnkPd X1,
עכבר,רייזר dEATHaDDER,Optical
Leenovo ThinkPad X1,lAPTOP,m3 mAX
אוזניות קשת,AirPods  Max,ever-Ear
788_MacBook Pro 16,co,Laptfp
,SteelSeries Rival 3-890,oPTICAL Ms
על ג'ייtch C920,Webccam,Studio-86a
כבל,USB-C to Lightning,
מקלדת,אלחוטי,רייייזרBlackWidow
מקלדת גיימינג50a_Keyboard,y5a_Corsair K70,rgb
מצלמה,b43_לוג'ייתק C920,z84_Studio
מסך,אזוס ROG Swiift,4k
מסך גיימינג-x1c,אל ג'י ul,p44Hz
,???,vr-r headp
qebcam,Eאל ג'יatoFacecam,108
מצלמת רשת-0x7,,1080p60
Mbl Phn,611_סמסונג Galaxy S24,Ultra
מקלדת אלחוטית,KeychronQ1,wIRELESS
אוזניות בלוטוס,???,sTUDIO
Mbl Phn,ip,Unlockes
eS$M,SIMCard,5G
מסך,OLpD,דלUltraSharp
he,so,noi
סמארטפון7phones,Bose QuietCom$ort 45,a9b_Over-Ear
מסך,אל ג'י UltraGear,ultra
סים,eS2M,ve
מקלדת אלחוטית,&orsair K70,אלחוטי
עכבר אלחוטי,appl,ptcl
אוזניות בלוטוס,Snnhsr HD 600,Noise Canielling
Nano SIIM,SIM Card-5xx,Precaid
טלפון נייד,AirPods Max-62x,סינון רעשים
,אל ג'י UltraG2ar,OLED
סימ,,5y
מצלמת רשת,לוג'יטקC920,4K-5ax
מחשב ניידד,MacBook Pro 16-012,OLED Touch
מאוס,Raazer DeathAdder,אלחוטי
עכבר,לוג'יטק M3 Master 3,Opticap
נייד,Bose QuietComfo1t 45,nOISE cANCELLING
כרטיס SIM5_Micro SIM,SIMCard,Vrzn
nano,sim ,AT&T
del,Monitor,
נייד,???,אלחוטי
2able,EthernetCat6,x9y_Braided
Caable,DisplayPortf1.4,50ft
$aptop,OLED Touch,6b6_Lenovo ThinkPad X1
,דל UltraSharp,mONITOR
mou app,,wir
מחשב ניידד,דל XPS 15-0z9,m3 mAX
לפטופפ32gb ram,,MacBook Pro 16-z3c
mou,ap,rgnmc
וובקאם,Eאל ג'יato Facecaam,1080p60
מקלדת,CorsairK70,
Ms,רייייזר DeathAdder,Wrd
wIRELESS,StlSrs Rvl 3,Mouse
מצלמת אינטרנט-y48,אל ג'יtch C920,HDPro
2m,hdmi,Cable
אוזניות,senn,sTUDIO
Caable,35a_HDMI 2.1,2@
le,???,Laptop-c57
מקלדת57_Keyboard,#REF!,RGB
סים-106,eSIM,
כבלים,2m,HsMI 2.1
וובקאם,MicrosoftLifeCam,HD Pro
Cbl,SB-C t אל ג'יhtnng,50ft
סימ75y_eSIM,SM Crd,vERIZON
לפטופ,macb,32GB RAM
נייד,lENOVO tHINKpAD x1,32gb
אוזניות בלוטוס,bo,sTUDIO
מסך מחשב,,4K
Mmnitor,דל uLTRAsHARP,4K
טלפון נייד,,no
עכבר אלחוטי,לוג'יטק MX Maqter 3,erg
כבל,EthernetCat6,2m-6y2
עכבר,רייזר DeathAdder,Optical
נייד,רייזר Blade 15-cac,M3 Maax
כבל,HDM 2.1,bl
מסך גיימינג143_Monitor,סמסונגOdysseyG9,ltrwd
Cbl,hd,Blue
מאוס,StlSrs Rvl 3,eRGONOMIC
785_4K,Elאל ג'יato Facecam,qebcam
,דל XPS 1b,M3 5ax lapto
netge,Route9,l2
מקלדת גיימינג,,hGB
lINEAR,Corsair K70-9y5,Keyboard
Mouitor,דל UltraSharp,
נתב6b3_Router,,ax55
מצלמה,Elbato Facecam,1080p600
  ,Mcrsft LfCm,1080p6d
סים,Nano SIM-943,
,Corrsair K70,tACTILE Kekboard
סלולרי-0a0,iPhone 15,Pr Mx
mou,לוג'יטק MX Master^3,
סמארטפון,סמסונגGalaxyS24,U2locked
ראוטרר,TP-Link7Archer,Ak55
unknown,סמסונג Galaxy S24,Unlocked
כבלל,eTHERNET cAT6,blue
וובקאם,mi,HD Pr
ro,TP-Link Archer,AX5p
oPTICAL,5z6_Mouse,
מצלמה,רייזר,HDPro
  ,rver-Ear,Soqy WH-1000XM5
Mouuse,,Ergonomiic
OLqD,,אזוס rog sWIFT
מכלדת,Keychron Q1-2z4,Tacsile
מצלמת רשת,Michosoft LifeCam,Studio
כבלל,DisplayPort1.4,bRAIDED
Hdphns,סוניWH-1000XM5,סינון רעשיםg
Rohter,,xcc_AX55
ראוטר,4331/l9,סייסקוISR
כרטיס SIM,---,Przpaid
Cbl,usb-c TO lIGHTNING,&m
כרטיס סים,AT&T,sim 
כבל,ether,50ft
מחשב ניידד-z23,Lenovo ThinkPad X1-9x3,Corei9
מקלדת6d,רייזר bLACKwIDOW,tACTILE
טלפון נייד,Pixe! 8,pRO mAX
מצלמת אינטרנט,---,sTUDIO
כבל,SB-C t אל ג'יhtnng,BBraided
לפטופ9,,דל xps 15
---,Pihel 8,Prc Max
mICROSOFT lIFEcAM,1080p60,web
מצלמה,לוג'יטק C920,Std
מצלמת רשת,Eאל ג'יato Facecam,1080p60
Hdphns,airpo,Ovver-Ear
Mbuse,wi,לוג'ייתק MX Master 3
ol,Monitor,0
מקלדת גיימינג,ke,tACTILE
,senn,Studio
youter,TP-Link Archer,4331/K9
אוזניות קשת1es,SennheiserHD600,---
מסך מחשב,סמסונגOdysseyG9,
טלפון נייד,6cy_סמסונג Galaxy S24,Pr Mx
,לוג'יטק C9f0 Weebcam,sTUDIO
עכבר,sTEELsERIES rIVAL 3,Wirelesn
סמסונג Odyssey G9,Monitor,144Hz
אוזניות0c9_Headphones studi,סוניי WH-1000XM5,
מכלדת,ke,אלחוטי
AXe5,Nstgear Nighthawk,unknown
מחשב ניידד,unknown,x5b_OLED Touch
mo,iPhone15,Pro Max
מקלדת,Corsayr K70,RGB
נתב,TP@Link Archer,V2
טלפון נייד,4b4_Sennheiser HD 600,Over-Ear
סלולרי,,128oB iP8one 15
לפטופפ,LenovoThinkPadX1,cor
cab,HDMI 2.1,Blue
נייד,pIXEL 8,038_Unlocked
לפטופפ,דלXPS15 Core ik,
Mbl Phn,samsu,Unlocked
עכבר אלחוטי430_Mouse,לוג'יטק MX Master 3,ptcl
Kybrd,KeychronQ1,RGB
מקלדת,raze,aactile
סלולרי,iPhone15,Ultra
עכבר אלחוטי,StlSrs Rvl 3,wi
AirPods Maxx,,Overr-Ear
לפטופפ-cx5,Rzr Bld 15,72GB RAM
,oNEpLUS 12 Mobile Phoqe,Pro Mkx
מצלמת אינטרנט,Eאל ג'יato Facecam,3tudio
כבלים,HDMI 2.1,bLUE
Moouse,לוג'יטק MX Maste4 3,wire
mo,Lhgitech MX Master 3,Optical
,MacBook Pro 16,OLEDTouch
Mbl Phn,pixe,128gb
ראוטרר-c71,b13_R7000,tp
מסך גיימינג,דל uLTRAsHARP,144Hz
0,senn,Ns Cncllng
Ethernet Cat6,2M,C9ble
נתב,Netgear Nighthawk-761,4331/K9
Vrzn,SIM Cardd,Nano SIM
נייד15,#REF!,Mobile Phone-798
unknown,iPhone15,128gb
אוזניות קשת,Sennheiser HDD 600,@ireless
סים,sim,Prfpaid
cors,0b5_Keyboard,Wrlss
סלולרי-yc9,,pro m
7eyboard,לוג'יטק MX Keys,Tactilee
oled,דל XPS 15-102,
מצלמת רשת-z3x,אל ג'יtch C920,1080p60
0,עפל Magic Mouse-4ca,Ergoonomic
Wirdless,hazer BlackWidow,Keybo*rd
אוזניות בלוטוס6y_Headphones cony WH-1000XM5,,70a_אלחוטי
מצלמת אינטרנט,לוג'יטק e920,
מסך,סמסונגOdysseyG9,4k
כרטיס SIM,Esim,Verizon
EthernetCat6,cABLE,BBlue
,לוג'יטק MX Master 3-2y2,Wir*less
---,לוג'יטקC920,W8bcam
cab,DisplayPort1.4,2m
מצלמת רשת,Mcrsft LfCm,unknown
אוזניות708_Headphones,סוני WH-1000XXM5,vr-r
c40_50ft,cable,HDMI 2.i
עכבר אלחוטי,רייזר dEATHaDDER,אלחוטי
כבלל2.1,,
רייייזר BlackWieow,Keyboard,Linear
נתב-xzz,,R7000
ראוטרר,סיסקו ISR,v2
מסך מחשב2tor,ASSUS ROG Swift,1444Hz
סים7a6_SIM Card,Nanno SIM,
מוניטור,על ג'יי UltraGear,jLED
מוניטור,אזוס rog sWIFT,144Hz
,אל ג'יtch MX Mstr 3,5ired Mouse
כבלים,USB-C to Lightning,bRAIDED
Kybrd,Corsairr K70,Lineaar
סים,etIM,Prgpaid
,R70j0,nETGEAR nIGHTHAWK Rou5er
אוזניות קשת,סוניWH-1000XM5,01x_Studio
מסך מחשב5,asu,#REF!
50FT,cABLE,ether
מכלדת,רייזר BlackWidow-4x2,???
Ms,Rzr Dthddr,wIRED
מקלדת אלחוטית,Cobsair K70,%GB
אזניות-b36,Sennheiser HD 600,xc2_סינון רעשים
מצלמת אינטרנט1ac_Webcam,לוג'ייתק c920,HD zro
raze,Corre i9,Lptp
cab,hdmi 2.1,Blue
Cablk,%0ft,HDMI 221
מכלדת85_Keyboard,  ,Tactile
מסך גיימינג,de,OLED-149
Tactile,keyb,רייזרBlackWidow
#REF!,דלXPS15,32GGB RAM
מסך גיימינג,סמסונג oDYSSEY g9,8y5_OLED
ראוטר,Cissco ISR,4331/K2
וובקאם-673,043_Eאל ג'יato Facecam,axy_Studio
מצלמה-a6c,לוג'יטק C920,Std
aIRpODS mAX,Studio,hEADPHONES
אזוסROGSwift,mon bK,
  ,2m,cABLE
ke,Corszir K70,rg
נייד,Pixel8,Pr Mx
לפטופפ,Lenovo ThinkPad X1,
מסך גיימינג,סמסונג Odyssey Gj,LD
מצלמת אינטרנט,eעל ג'ייa,4k
OLE7,אזוס ROG SSwift,Monnitor
כרטיס סים,N@no SIM,Prepaud
מקלדת,לוג'ייתק mx kEYS,RGBB
אוזניות קשת,sENNHEISER hd 600,אלחוטי
,TP-Link Ar%her Rtr,???
כבל,DisplaayPort 1.4,Brqided
דל XPS 15,OLED Touch,lAPTOP
מסך גיימינג0_Monitor,sa,4K-173
מסך,אזוס ROG Swift,4K
ראוטר-cba,NetgearNighthawk,R70000
ראוטרר,TP-LinkArcher,4331/KK9
Wir@d,Mous^,Rzr Dthddr
,lENOVO tHINKpAD x1,32GB$RAM
ראוטרר,c5b_Netgear Nighthawk,r7
%onitor,Dll ltrShrp,OLED
sTUDIO,Mcrsft LfCm,
M6nitor,144Hz,דל UltraSharp-7ax
אוזניות קשת,Bose QuietComfort 45,
אוזניות קשת,סוני WH-1000XM5-76z,b30_Studio
TP-Lnk rchr,Router-6cb,r7000
סמארטפון,onep,128GGB
nano,AT&T,21y_SIM Card
,c6x_eSIM sim cARD,veri
43331/K9,TP-Link9Archer,Router
מקלדת אלחוטית-949,x97_Keychron Q1,tac
Mo3se,לוג'יטק MX Master 3,oPTICAL
lebcam,Microssoft LifeCam,Studio
כבלל,EthernetCat6,50ft
מצלמת אינטרנט,mICROSOFT lIFEcAM Scudio,
HDgI 2.1,550ft,Cbl
מסך-ba7,,oled סמסונג Odyssey G9
Mntr,אל ג'י ltrGr,uLTRAWIDE
לפטופפ,5c2_Lenovo ThinkPad X1,Corei9
מקלדת,128_לוג'יטק MX Keys,RGB
נתב,Netgear Nighthawk-323,v2
מצלמת רשת,רייזר kIYO,Studio-4yz
Cabl!,usb-,bLUE
סמארטפון,34b_Pixel 8,1h8GB
אוזניות,סוניWH-1000XM5,אלחוטי
נתב,Netgear Nighthawk,  
מצלמה,,sTUDIO
ראוטרר,nETGEAR nIGHTHAWK,v22
נייד,סמסונג Galaxy^S24,1228GB
כרטיס סים,,5G-9xy
R^uter,4331bK9,---
wIRELESS,unknown,air
ראוטר8c3_Router,Ntgr Nghthwk,X55
אזניות,AirPodsMax oVER-eAR,
סלולרי,iPhone 115,unloc
מכלדת,רייזר BlackWi9ow,
אוזניות קשת,769_Bose QuietComfort 45,סינון רעשים
מחשב,רייזר bLADE 15,oled
סמארטפון,Bose QuietComfort 45,Studio
מקלדת גיימינג,לוג'יטק mx kEYS,  
4331/K9,cisc,985_Router
1444Hz,סמסונגOdysseyG9,Moni@or
סלולרי0x_Mobile Phone iPho%e 15,,Ultra
אוזניות קשת,8b5_Sennheiser HD 600,Over-Ear
מצלמת רשת-y7z,לוג'יטק c920,4f
רייזר Blade 15-b53,Laptop,M3 Mx
מסך גיימינג9ay_Monitor,Samsuung Odyssey G9,fK
מקלדת גיימינג,Keychron Q1-188,1GB
רייזר BlackWidow,51c_Linear,kEYBOARD
,אפל MMagic Mouse Mouse-987,Eygonomic
faptop,דל XPS 15-942,M3Max
$aptop,mACbOOK pRO 16,cORE I9
מחשב נייד,MacBook Pro 1u,M3 Mx
ma,  ,lAPTOP
נתב,TP-Li*k Archer,v2
מאוס,#REF!,Ergonomic
לפטופ1top,MacBook Pro 18,M3 Mmx
נייד,Pixel z,Unlocked
עכבר אלחוטי,אפל mAGIC mOUSE,Optic7l
,De#l XPS 15,OLEDTouch LLaptop
Roouter,tp-lINK aRCHER,R7000
נייד,iPhone 15-687,128GB-25c
מצלמה,Eאל ג'יato Facecam,0b1_1080p60
אוזניות-yz5,AirPodsMax,סינון רעשים-b2a
prep,SM Crd,nano 
כבל USB9_Cable,ether,50lt
,---,Braidedd
מצלמת רשת,Eאל ג'יato Facecam,4k
bouter,,R7000
רייזרDeathAdder,Wirgd,mOUSE
Cabl2,usb,Brdd
Prpd,,SIMCard
מקלדת אלחוטית,Keychron Q1-788,unknown
he,AirPPods Max,Studio
עכבר,רייייזרDeathAdder,rgnmc
,Eאל ג'יato Facecam,stud Webcam
מחשב-ya7,רייייזר Blade 1&,M3 Max-6bx
Lineear,Keyboard-75c,רייזר BlackWidow
עכבר אלחוטי93_Mouse,אפל Maggic Mouse,Wired-1b3
מצלמת רשת,raze,4K
אוזניות,סוניWH-1000XM5,Over-Ear
כרטיס SIM,eSIM,
*outer AX55-486,,Netgear Niighthawk
מסך,סמסונג Odyssey G9,אולטרה-וויד-123
Mnnitor,אזוס ROG uwift,
עזוס RROG Swift,oled,mONITOR
Rou$er,סיסקו  ISR,#X55
לפטופ,Dll XPS 15,cORE I9
מכלדת,Keychron Q1,Linear
מסך גיימינג,אל ג'י UltraGearr,4K
נייד,רייזר Blade w5,32GB RAM
כרטיס SIM6x_SIM Card,Nayo SIM,
אוזניות בלוטוס,Sennheisef HD 600,
Over-war,Headphones,bOSE qUIETcOMFORT 45
עכבר אלחוטי-200 wire,רייזרr DeathAdder,
אזניות,Sennheiser HD 600,Over-Ear
Mbl Phn,Pxl 8,128gb
מקלדת גיימינג,7yc_Corsair K70,6GB
???,דלXPS15,32GB RM
נייד,Pxl 8,1228GB
כבל-68x,EthernetCat6,2M
Ke*board,,Tctl
Ms,רייזר DeathAdder,er
כבלים,,50ft
מצלמת רשת,mic,z62_Studio
ראוטרר,Netgear Nighthawk,X55
wired,SteeelSeries Rival 3,Moouse
Ms,לוג'יטק MX Master 3 ptcl,
מאוס,SteelSeriesRival3,עלחותיי-5c9
מוניטור,,OOLED דל UltraSharp
סימ,Verizon,SgM Card
945_R7000,,TP-LinkArcher
ראוטר,nETGEAR nIGHTHAWK,X55
,אפל Magic Mouse Mouse,eRGONOMIC
מאוס,רייזר DeathAdder,Wired
unknown,st,Headphones
#REF!,רייייזר BlackWidow,Tactige
מקלדת אלחוטית,CorsairK70,Taactile
ke,Keychroc Q1,Wireleys
,סיסקו%ISR,
סמארטפון,Unlockeed,pix
TP-Link Archer-710,Routerr,v2
Kybrd,Corsair K70,Wrlss
מסך מחשב8y0_Monitor,אזוס ROG Swift-726,ul
Nano SIn,Prepaid,SI6 Card
נתב,unknown,R7000
נתב,cis,4331/K9
אל ג'י Ult0aGear,,144Hz
406_Eאל ג'יato Facecam,Webcam,hd
SM Crd,MicroSIM,5G
סלולרי,סמסונג gALAXY s24,ProMax
מסך מחשב,דל UltraSharp,אולטרה-וויד
מוניטור,דל ,rLED
סים,mICRO sim,AT&T-x29
Cablle,73c_DisplayPort 1.4,Bl
,סמסונג Galaxy  S24,12
כבל7y_Cable,HDMI 2y1,Blue
ke,za8_לוג'יטק MX Keys,line
כרטיס סים,eSIa,55G
כרטיס סים,eSIm,5G
מסך,as,oK
כרטיס סים-458,*icro SIM,unknown
Std,lo,495_Webcam
סלולרי,pIXEL 8,Unlocke1
Rtr,Netgear Nfghthawk,X55
עכבר אלחוטי91_Mouse,אפל Magic Mouse,eRGONOMIC
oeyboard RG3,CorsairK70,
מקלדת,לוג'יטק MX ^eys,wirel
Kybrd,LLinear,Corsair K70
נייד,iPhone 15,178_Unlocked
Netgear Nigghthawk,ax,Router
טלפון נייד-5b5,OnnePlus 12,U6tra
MicrosoftLifeCam,  ,Webcai
מצלמת רשת,80x_Eאל ג'יato Facecam,sTUDIO
סמארטפון,iPhone 15-969,128gb
ראוטרר,r7,סיסקו ISR-581
  ,,4x1_Wired
נייד,דל xps 15,OLED Touchh
אוזניות קשת,סוני wh-1000xm5,Noise Caancelling
Tactile-52z,Keeychron Q1,aeyboard
usb-c TO lIGHTNING,cABLE,Braidedd
מקלדת גיימינג,רייזר,Tactile
מאוס-555,רייזר dEATHaDDER,Ergonomic-y93
כרטיס סים,eSIM,5g
Verizon,SM Crd,MicroSIM
qouse,SteelSeries Rival 3,Ergonomic
iouter,cisc,AXX55
מכלדת,Keychron Q1,Lipear
unknown,DisplayPort 1.4-0b6,bRAIDED
---,רייייזר Kiyo,299_1080p60
אזניות-216,AirPo#s Max,oVER-eAR
טלפון נייד,סמסונג Galaxy SS24,128GB
מסך גיימינג2_Monitor,סמסונג Oddyssey G9,bcc_144Hz
כבל USB,USB-C to Lightning-269,brai
סמארטפון,סמסונג Galaxy S24,128GB
מחשב נייד,len,m3
אוזניות,senn סינון רעשים-y6y,
