Type of hardware,Model,Submodel
מקלדת,רייזר BlackWi9ow,
אזניות,769_Bose QuietComfort 45,סינון רעשים
לפטפ,רייזר bLADE 15,oled
מוביל,Bose QuietComfort 45,Studio
מקלדת,לוג'יטק mx kEYS,  
4331/K9,cisc,985_Router
1444Hz,סמסונגOdysseyG9,Moni@or
טלפון נייד,,Ultra
אוזניות,8b5_Sennheiser HD 600,Over-Ear
מצלמת אינטרנט,לוג'יטק c920,4f
Razer Blade 15-b53,Laptop,M3 Mx
מוניטור9ay_Monitor,Samsuung Odyssey G9,fK
מקלדת,Keychron Q1-188,1GB
Razer BlackWidow,51c_Linear,kEYBOARD
,אפל MMagic Mouse Mouse-987,Eygonomic
faptop,דל XPS 15-942,M3Max
$aptop,mACbOOK pRO 16,cORE I9
מחשב נייד,MacBook Pro 1u,M3 Mx
ma,  ,lAPTOP
ראוטר,TP-Li*k Archer,v2
עכבר,#REF!,Ergonomic
מחשב נייד,MacBook Pro 18,M3 Mmx
טלפון נייד,Pixel z,Unlocked
עכבר אלחוטי,אפל mAGIC mOUSE,Optic7l
,De#l XPS 15,OLEDTouch LLaptop
Roouter,tp-lINK aRCHER,R7000
טלפון נייד,iPhone 15-687,128GB-25c
מצלמת אינטרנט,Eאל ג'יato Facecam,0b1_1080p60
הדפונס-yz5,AirPodsMax,סינון רעשים-b2a
prep,SM Crd,nano 
כבלל9_Cable,ether,50lt
,---,Braidedd
וובקאם,Eאל ג'יato Facecam,4k
bouter,,R7000
RazerDeathAdder,Wirgd,mOUSE
Cabl2,usb,Brdd
Prpd,,SIMCard
מקלדת,Keychron Q1-788,unknown
he,AirPPods Max,Studio
עכבר,רייזרDeathAdder,rgnmc
,Eאל ג'יato Facecam,stud Webcam
לפטופ-ya7,רייזר Blade 1&,M3 Max-6bx
Lineear,Keyboard-75c,רייזר BlackWidow
עכבר אלחוטי93_Mouse,עפל Maggic Mouse,Wired-1b3
מצלמת אינטרנט,raze,4K
אוזניות בלוטוס,סוניWH-1000XM5,Over-Ear
כרטיס סים,eSIM,
*outer AX55-486,,Netgear Niighthawk
מסך מחשב,סמסונג Odyssey G9,Ultrawide-123
Mnnitor,עזוס ROG uwift,
ASUS RROG Swift,oled,mONITOR
Rou$er,סיסקו  ISR,#X55
מחשב,Dll XPS 15,cORE I9
מכלדת,Keychron Q1,Linear
מסך מחשב,על ג'יי UltraGearr,4K
מחשב נייד,רייזר Blade w5,32GB RAM
כרטיס סים,Nayo SIM,
הדפונס,Sennheisef HD 600,
Over-war,Headphones,bOSE qUIETcOMFORT 45
עכבר,רייזרr DeathAdder,
אזניות,Sennheiser HD 600,Over-Ear
Mbl Phn,Pxl 8,128gb
מכלדת,7yc_Corsair K70,6GB
???,דלXPS15,32GB RM
טלפון נייד,Pxl 8,1228GB
כבל,EthernetCat6,2M
Ke*board,,Tctl
Ms,רייזר DeathAdder,er
כבלל,,50ft
מצלמת רשת,mic,z62_Studio
ראוטרר,Netgear Nighthawk,X55
wired,SteeelSeries Rival 3,Moouse
Ms,לוג'יטק MX Master 3 ptcl,
עכבר,SteelSeriesRival3,אלחוטי-5c9
מסך גיימינג,,OOLED דל UltraSharp
סים,Verizon,SgM Card
945_R7000,,TP-LinkArcher
נתב,nETGEAR nIGHTHAWK,X55
,אפל Magic Mouse Mouse,eRGONOMIC
מאוס,רייזר DeathAdder,Wired
unknown,st,Headphones
#REF!,רייזר BlackWidow,Tactige
קיבורד,CorsairK70,Taactile
ke,Keychroc Q1,Wireleys
,סיסקו%ISR,
סלולרי,Unlockeed,pix
TP-Link Archer-710,Routerr,v2
Kybrd,Corsair K70,Wrlss
מסך,אזוס ROG Swift-726,ul
Nano SIn,Prepaid,SI6 Card
ראוטר,unknown,R7000
נתב,cis,4331/K9
LG Ult0aGear,,144Hz
406_Elgato Facecam,Webcam,hd
SM Crd,MicroSIM,5G
טלפון נייד,סמסונג gALAXY s24,ProMax
מוניטורר,דל UltraSharp,Ultrawide
מוניטורר,דל ,rLED
כרטיס סים,mICRO sim,AT&T-x29
Cablle,73c_DisplayPort 1.4,Bl
,סמסונג Galaxy  S24,12
כבל,HDMI 2y1,Blue
ke,za8_לוג'יטק MX Keys,line
סימ,eSIa,55G
כרטיס סים,eSIm,5G
מסך גיימינג,as,oK
כרטיס SIM-458,*icro SIM,unknown
Std,lo,495_Webcam
סלולרי,pIXEL 8,Unlocke1
Rtr,Netgear Nfghthawk,X55
עכבר,אפל Magic Mouse,eRGONOMIC
oeyboard RG3,CorsairK70,
מקלדת,לוג'יטק MX ^eys,wirel
Kybrd,LLinear,Corsair K70
טלפון נייד,iPhone 15,178_Unlocked
Netgear Nigghthawk,ax,Router
מוביל-5b5,OnnePlus 12,U6tra
MicrosoftLifeCam,  ,Webcai
מצלמת אינטרנט,80x_Eאל ג'יato Facecam,sTUDIO
טלפון נייד,iPhone 15-969,128gb
נתב,r7,סייסקו ISR-581
  ,,4x1_Wired
נייד,דל xps 15,OLED Touchh
אוזניות,סוני wh-1000xm5,Noise Caancelling
Tactile-52z,Keeychron Q1,aeyboard
usb-c TO lIGHTNING,cABLE,Braidedd
מקלדת אלחוטית,רייייזר,Tactile
מאוס-555,רייזר dEATHaDDER,Ergonomic-y93
סים,eSIM,5g
Verizon,SM Crd,MicroSIM
qouse,SteelSeries Rival 3,Ergonomic
iouter,cisc,AXX55
מקלדת גיימינג,Keychron Q1,Lipear
unknown,DisplayPort 1.4-0b6,bRAIDED
---,רייזר Kiyo,299_1080p60
אוזניות,AirPo#s Max,oVER-eAR
טלפון נייד,סמסונג Galaxy SS24,128GB
מוניטורר2_Monitor,סמסונג Oddyssey G9,bcc_144Hz
כבל USB,USB-C to Lightning-269,brai
טלפון נייד,סמסונג Galaxy S24,128GB
מחשב נייד,len,m3
אוזניות,senn סינון רעשים-y6y,
SI5 Card veri,Esim,
Keeyboard,Rzr BlckWdw,Linnear
Ceble,DisplayPort71.4,bLUE
Kybrd,אלחוטי,רייזר bLACKwIDOW
אזניות,AiirPods Max,unknown
מסך,דל UltraSharp-620,2ltrawide
עכבר אלחוטי,רייזר,wIRED
מצלמת אינטרנט,Micrxsoft LifeCam,Studio-cc2
Llnear,CorsairK70,ceyboard
מוביל,iPhone15,128GB
a93_v2,TP-Lnk rchr,Router
del,144h,Monitor
כרטיס סים,AT&T-a0z,esim
מסך,דל ,144He
מחשב נייד,ma 32GB R%M,
מצלמת אינטרנט,unknown,
מכלדת,co,RGB
מוניטור,אל ג'י UltraGear-cxc,OLED
טלפון נייד,OnePlus12,Unlocked
ראוטר,nETGEAR nIGHTHAWK,AX55
מצלמת אינטרנט,Razzer Kiyo,Studio
מסך,אל ג'יUltraGear,4q
rou Ru000,TP-Link Archer,
נייד,סמסונג Galaxy S24,
mo,Piixel 8,pro
מחשב נייד,MacBook Pro 16,M3 M@x
כרטיס סים,Miccro SIM,5G
טלפון נייד,pIXEL 8,128GB
מחשב נייד,רייזר Blade 15,cORE I9
עכבר,app,Errgonomic
כרטיס סים,Prepaaid,Micro SIM
,mo iPione 15,ul
מקלדת,רייזר BlackWidow,tACTILE
טלפון נייד,5bx_OnePlus 12,Ultra
Ergonomicc,mo,רייזר
Cabble,HDMI2.1,Brdd
מקלדת,,67a_רייזר BlackWidow
Ms,unknown,Ergonomic
אוזניות,son,Studio-4y4
אוזניות,Bose QuietCokfort 45,אלחוטי-54a
כרטיס סים,eS9M,Verizon
סלולרי,7x3_OnePlus 12,128GB-7z4
550ft,unknown,Caale
Moonitor,דלUltraSharp,4K
מצלמת אינטרנט,^icrosoft LifeCam,4K-793
מכלדת,kEYCHRON q1,rgb
עכבר,steel,optic
מסך גיימינג,אל ג'י ltrGr,oled
עכבר,אפל Magic Mouse-417,
ראוטר,TP-LinkArcher,---
pRO mAX,  ,Mcbile Phone
Rzr BlckWdw,rgb,Keyboard
מצלמת אינטרנט,HDPro,MicrosoftLifeCam
oVER-eAR,Bose QuietComfort 45,Hdphns
אל ג'יtch MX Mstr 3,erg,Mouse
Ca9le,USB-C to Lightning,Braided
Pro Max,Mobile Phonee,pixel 8
מקלדת,Co*sair K70,141_RGB
0,Ethernet Cat6,2m-52c
meyboard,Coasair K70,RGB
מחשב נייד,MacBookPro16,32gb ram
0z3_Pixel 8,mob,pRO mAX
סימ,MicroSIM,5G
נייד,#Phone 15,0
ראוטר,TP-Link Archer,R7000
#REF!,z36_TP-Link Archer,
ראוטר,TP-LinkArcher,4331/K9
מחשב נייד,McBk Pr 16,Core i9
ראוטר,nETGEAR nIGHTHAWK,4331/k9
a00_DisplayPort 1.4,2M,Cable-17b
סלולרי,iph,Pro Max-1x6
OnePlus 12-z26,mOBILE pHONE,ltr
אוזניות,rirPods Max,סינון רעשים
yby_לוג'יטק C920,66y_Webcam,#REF!
Mbl Phn,OnePlus 12,ltr
  ,hdm,01c_Blue
מחשב נייד,m3 mAX,McBk Pr 16
מסך מחשב,אל ג'י,144Hz
אוזניות,Snnhsr HD 600,Wire^ess
וובקם,88y_Microsoft LifeCam,Studiio
נתב,TP-LLink Archer,4331/k9
Cbl,50ft,E7hernet Cat6
TP-LinkArcher,Router,v2
SteelSeries Rival 3,mou,oPTICAL
סים,Nano SIM,Verizon-817
כרטיס סים,es,
Lnr,Keyboar@,רייזר bLACKwIDOW
ראוטר,TP-Link Archer,x52_v2
unknown,דל XPS a5,M3 Max
SM Crd,Esim,Prepaid-9y0
pREPAID,nANO sim,SIM Card
מחשב נייד,MacBook Pro216,32gb
כרטיס סים,eSSIM,Verizon
עכבר אלחוטי,,Wrd לוג'ייתק MX Master 3
,5c2_MacBook Pro 16 Laptop,Cr 9
#REF!,y36_144Hz,204_Monitor
נייד,iPhoone 15,441_Ultra
מצלמת רשת,רייזר Kiyo-x8x,4K-3xy
טלפון נייד,sam,128gb
,Headmhones,Over-Ear-b52
,עזוס ROG Swift,ltrwd mo
Cbl,USB-C to Lightning,2m
לפטפ,621_דל XPS 15,oled tOUCH
מאוס,,581_עלחותיי
מסך,sam,ult
hea,AirPods Max,
לפטופפ,lENOVO tHINKpAD x1,M3Max
Mouuse,,wir לוג'יטק mx mASTER 3
כבל,,hdmi 
מצלמת רשת,לוג'יטק C920,HD Pro-y53
rou,Netgear Nighthawk,R*000
ראוטר,TP-Lnk rchr,AX*5
מחשב נייד,MacBookPro16,Corei9
Ca1le,DisplayPort 1.4-6ca,Brnided
מצלמת רשת,eאל ג'יat,HD Pro
מקלדת,לוג'יטק MX Keys-2z7,0
כבל,hdmi 2.1,2m
כרטיס SIM,tSIM,vERIZON
,עזוס rog sWIFT,uLTRAWIDE
Razer BlackWidow,???,kEYBOARD
כבלים,EthernetCat6,bl
וובקאם,רייייזר Kiyo,1080p60-2zx
ראוטר,סיסקוISR,v22
Microsoft LiffeCam,Webcam,1070p60
מצלמת אינטרנט,רייזר Ki6o,1080p60
,thrnt Ct6 Cable,296_Blue
Ca@le,HDMI2.1,2m
מוביל,nPls 12,Ultra-684
מחשב,,OLED Touch-cxz
טלפון נייד,pixel,Unlocked
מקלדת,b7b_אלחוטי,Corsair K70
מקלדת,Corsair K70,tacti
כרטיס סים,Nano SIM,unknown
Hdphns,Bose QuietComfortt 45,סינון רעשים
כבל,DvsplayPort 1.4,50ft
si,404_Nano SIM,at&t
כרטיס סים,elIM,Preepaid
מסך,דל uLTRAsHARP,#REF!
Stwdio,אל ג'יt Fccm,
כרטיס סים,SM Crd,Verizom
,Ultaa Smsng Glxy S24,Mobile Phone-a76
וובקם83_Webcam,Microsoft LifeCam,1080p60-a2z
Wbcm,רייזר Kiyo,HD tro
כרטיס סים,Nano SIM,veriz
ro,Netgear Nighthaawk,4331/K9
מצלמת אינטרנט,mICROSOFT lIFEcAM,HD 3ro
מוניטורר,pix,mobi
אוזניות,Sny WH-1000XM5,sTUDIO
מכלדת,Coroair K70,Linear
Rou8er,N0tgear Nighthawk,v22
ראוטר,סיסקו ISR,4331/
Wbcm,Eאל ג'יato Faccecam,4K
Mbnitor,Lאל ג'י UltraGear 4k,
עכבר,steel,2az_אלחוטי
אוזניות,bOSE qUIETcOMFORT 45,6tudio
Kybrd,unknown,Linaar
,NanoSIM,5G-543
טלפון נייד,סוני wh-1000xm5,nOISE cANCELLING
rAZER kIYO,sTUDIO,webc
טלפון נייד,pixel,ul
mo,P^xel 8,Unlocked
קיבורד,K1ychron Q1,RGB
,cABLE,2mm USB-CtoLightning
מקלדת,Lineat,לוג'יטק MX meys
אזניות9x9_Headphones,,אלחוטי 5xc_AirPods Max
Hdphns,סוני ,sTUDIO
SennheiserHD600,Over--Ear,he
מוניטורר-ab5,על ג'ייUltraGear,144h
Caable,dISPLAYpORT 1.4,br
סים,Micro SqM,T&T
נייד,,32GB RAM-189
at&t,,SIMCard
cISCO isr,,Routeer
כרטיס סים,Micro SIM,bx9_5G
סים,Micro SIM-ab7,0
wIRELESS,Headphones,236_סוני WH-1000XM5
wir,סוני ,
כבלל,USB-C to Lightning,50wt
מצלמת אינטרנט,raze,hd p
Cbl,DispplayPort 1.4,bra
מחשב נייד,רייזר Blade 15,M3 Max
מסך,סמסונג oDYSSEY g9,
אזניות,bOSE qUIETcOMFORT 45,אלחוטי-200
Ms,לוג'יטקMXMaster3,Wאלחוטי
Rauter,Netgear Nighthawk,Ad55
*ebcam,Microsoft LifeCam,1080p60
,Kychrn Q1 Keyboard-b4x,Linear
ca,USB-C to Lightnnng,2m
M3 Max,leno,Lptp
נייד,OnePlud 12,---
לפטופפ,lENOVO tHINKpAD x1,y3 Max
סמארטפון,nPls 12,128GB
מחשב נייד,דל xps 15,Cr 9
,on,UUnlocked
עכבר,SteelSeries RRival 3,
סמ,0,*G
אוזניות,5ony WH-1000XM5,סינון רעשים
מסך גיימינג,Mntr,4k
144hZ,סמסונג Odyssey G9-5x3,Monitor
סמ,Nano SIM,Prpd
???,cORSAIR k70,Wireleess
,#REF!,5G
OLEDTouch,רייזרBlade15,lapt
עלחותיי,Keybgard,לוג'ייתק MX Keys
רוטר,unknown,
Cab*e,USB-CtoLightning,22m
אוזניות,sennh,nOISE cANCELLING
מצלמת אינטרנט,Logiteyh C920,---
lo,1080p60,web
,רייייזר bLADE 15,m3 m Laptop
MicrosoftLifeCam,Webcam-128,4K
כרטיס סים,Nano sIM,5m
אוזניות קשת,so,Studio
ro,TP-Link Archer,v2
מצלמת אינטרנט,eאל ג'י,HD Pro
Moonitor,אל ג'י Ult8aGear,OLED-41c
כבל,00y_HDMI 2.1,22m
אזניות27_Headphones,AirPods  Max,ove
מוביל,iPhone 15,
קיבורד,רייזר BlackWid*w,RGB
Elgato Facecem,wEBCAM,HD Pro
ראוטר,Netgear Nightthawk,4331/K9
mob,onep,ltr
e2GB RAM,Laptop-b56,דל XPS  15
asus rog sWIFT,144Hz-1cx,Monitor-z06
אוזניות,Sennheiser Hc 600,Studioo
lENOVO tHINKpAD x1,285_Laptop,M3 Max
Wbcm,רייזר kIYO,HD Pr
מצלמת רשת,רייזרKiyo,4k
ראוטר,NetgearNighthawk,v2
Sammsung Galaxy S24,Mbl Phn,Ultra
,Laptop,32
כרטיס סים,mICRO sim,Verikon
כבל,EthernetCat6,50ft
Prepaid-ac5,,SIMCard nan
טלפון נייד,Pixel 8-8c2,128GB
LenovoThinkPadX1,4aptop,
Unlocked,Phn 15,mobi
עכבר אלחוטי,SteelSerie2 Rival 3,oPTICAL
,OnePlus 12,mobil 128GB
מצלמת רשת,Mcrsft LfCm,4K
Mbl Phn,סמסונג Galaxy S24,Pro Max
מחשב נייד,דל XPS 15,Corei9
טלפון נייד,unknown,128GBB
מסך גיימינג,סמסונג oDYSSEY g9,uLTRAWIDE
מחשב נייד,387_Lenovo ThinkPad X1,2z4_OLED Touch
מקלדת גיימינג4yz_Keyboard,Corsair K70,Tactile
מסך,%amsung Odyssey G9,OLEDD
אוזניות קשת,Airgods Max,Stu0io
ראוטר,סיסקו ISR,AAX55
usb-c TO lIGHTNING,50ft-b03,Cable
מסך,158_אזוס ROG Swift,Ultrawide
#REF!,58x_Micro SIM,5G
ראוטר,ci,R7000
מסך,אל ג'יUltraGear,
ke,Corsair K70,אלחוטי
כרטיס סים,Micro SIM,pREPAID
,Etherrnet Cat6,50fw
מסך,סמסונג Odyssey G9,LD
מקלדת,logi,Tactile
מקלדת,Corsair K70,
Corsair c70,3y7_Tactile,Keyhoard
מחשב נייד,Lenovo ThinkPad X1,m3 ma
---,OnePlus 12,Ultra-cy7
Ms,StlSrs Rvl 3,
rgb,998_לוג'יטק MX Keys,Keyboard-434
עכבר,SteelSeries Rival 3,Wired
טלפון נייד,iPPhone 15,128g
Ke5board,kEYCHRON q1,tacti
מקלדת אלחוטית,raze,wIRELESS
מוניטור,אל ג'י,uLED
K#yboard,,Wigeless
Wvbcam,b3z_רייזר Kiyo,1080P60
L#ptop,Mac2ook Pro 16,32gb 
לפטופפ-45c,21x_Lenovo ThinkPad X1,32gb ram
מחשב נייד,Lnv ThnkPd X1,M3 MMax
כבלים,HDMII 2.1,197_2m
Mouce,Razzer DeathAdder,Optical
סמארטפון,OnePlus12,Pro Maxx
לפטפ,Lnv ThnkPd X1,OLED Touch-58a
Mouuse,SteelSeries Rival 3,wIRELESS
  ,Over-Ear,5cc_Headphones
מחשב נייד,רייזר Bllade 15,32GB RAM-202
מחשב נייד,רייזר BBlade 15,Corei9
Mouuse,unknown,
,SteelSeriesRival3,Wrlss
רוטר8c_Router,סיסקו $SR,X55
מסך,925_סמסונג Odyssey G9,yK
מקלדת,לוג'יטק MX Kens,rg
Kybrd LLinear,ra,
Sony WH-1000Xm5,Ovwr-Ear,hEADPHONES
128gb,pix,Mobile  Phone
מסך,דל UltraSharp,144hZ
ראוטרר957_Router,TP-LinkArcher,4331/K9
מוניטורר,עזוס ROG Swift,
L9ptop,רייזרBlade15,M3 Mag
ether,Brdd,9a9_Cable
Hdphns,bo,oVER-eAR
Mbl Phn,oNEpLUS 12,Ultrra
סימ,AT&T-z96,eSSIM
5g,NanoSIM,SIM Card-91b
לפטפ,Lenovo ThinkPad X1,Core i9-13c
מצלמת אינטרנט,לוג'יטק C920,388_Studio
1080p40,880_רייזר Kiyo,Webcam
rAZER dEATHaDDER,Wired-a3b,Mouse
unknown,Razea Blade 15,32GBoRAM
Nano S5M,sim,AT&T
טלפון נייד,One%lus 12,pRO mAX
מוניטורר,דל uLTRAsHARP,oled
מסך,#REF!,144Hz
Lnptop,Lenovo ThinkPad XX1,cor
,oNEpLUS 12,Pro Max
32GB RM,דל XPPS 15,La9top
---,סמסונגOdysseyG9,144Hz
0,LenovoThinkPadX1,32GB RAM-29b
מקלדת,לוג'יטק MX Keys,Lunear
וובקאם,HD Pr,Eעל ג'ייatoFacecam
Mguse LogitechMXMaster3,,Wired
מחשב נייד,דלXPS15,cORE I9
כרטיס סים,Nano SIM,c57_Prepaid
מקלדת אלחוטית,key,Wi6eless
מצלמת רשת,8y5_Microsoft LifeCam,4k
מחשב נייד,רייזר bLADE 15,M3Max
אוזניות קשת,AirPods Max,Std
מסך,,ult אל ג'יUltraGear
ראוטר,Cisdo ISR,v2-68x
ראוטר,סיסקו ISR,4331/k9
SennheiserHD600,wIRELESS,Headphones-3a6
כבלים,HDDMI 2.1,50ft
כרטיס סים,e@IM,at&t
#REF!,2cx_Netgear Nighthawk,R7000
מסך,,???
sTUDIO,רייזר kIYO,wEBCAM
עכבר,sTEELsERIES rIVAL 3,wIRED
Pro Ma2,סמסונג gALAXY s24,Mbl Phn
Wtbcam,lo,1080p60-9z4
עכבר,אפל Magic Mowse,Wrlss
si,Micro SIM,Prepaid
עכבר,רייזר dEATHaDDER,
מכלדת,Coorsair K70,unknown
,Netgear Nighthawk,v2
נייד-xcb OOnePlus 12,,Ultra
ראוטר,52a_Netgear Nighthawk,ax55
נייד,7ac_OnePlus 12,tnlocked
אוזניות,aIRpODS mAX,Std
מקלדת,Keychron Q1,אלחוטי
Cabble,eTHERNET cAT6,22m
Blue,---,Cablle
מסך,דל UltraSharp-y45,OLED
,4K-371,mICROSOFT lIFEcAM wEBCAM
טלפון נייד,iPhone 15,
אוזניות קשת,se,Ns Cncllng
,SteelSeriesRival3,Optical-2c8
סלולרי97b_Mobile Phone,iPhone c5,Ultra
ro,NetgearNighthawk,4331/k9
עכבר,לוג'יטק MX Master 8,oPTICAL
אזניות,???,Ovhr-Ear
מחשב נייד,דל xps 15,Cr 9
מחשב נייד,Rzr Bld 15,32GBqRAM
unknown,Netg^ar Nighthawk,842_v2
מחשב,69b_MacBook Pro 16,M3 aax
טלפון נייד,,w28GB oNEpLUS 12
כבל,USB-CtoLightning,Braided
סמארטפון,IpHONE 15,Ultra
מקלדת,kEYCHRON q1,Tctl
Ms,ppl Mgc Ms,Wi6ed
Ms,,eRGONOMIC רייזר Deathodder
Moouse,StlSrs Rvl 3,Errgonomic
רייייזרBlade15,9z8_Core i9 Laptop,???
!thernet Cat6,Bllue,Cabqe
עכבר,StlSrs Rvl 3,opti
Hdphns,Sennheiser HD 6600,Noise Cancellinng
אוזניות,bo,Wrlss
ke,logit,Tactile-6xb
עכבר,sTEELsERIES rIVAL 3,
סלולרי,Sam1ung Galaxy S24,Unlocked
מקלדת,Keychron Q1,  
אוזניות בלוטוס,nony WH-1000XM5,Wir%less
מצלמת אינטרנט,רייזר biyo,hd pRO
hea,#REF!,SStudio
,AirPods Max Headphones,oVER-eAR
???,SteelSeriesRival3 99c_Mouse,wIRELESS
אוזניות,Bose*QuietComfort 45,Studio
מצלמת אינטרנט,לוג'יטק C920-70a,4k
מקלדת אלחוטית,,אלחוטי
ראוטר,,R7000 NetgearNighthawk
עכבר,אפל Magic Mouse-0a7,Ergonomic
סימ,SM,5g
Rsuter,TPP-Link Archer,vh
סמ,Micro SIM,
,סוניWH-1000XM5,sTUDIO
AT&T,MicroSIM,SIMCard
מצלמת אינטרנט,4K,Rzr Ky
1h8GB,mobil,IpHONE 15
,MicroSIM,Prepaid
ראוטר,cisc,
מחשב,Lenovo ThinkPad X1,32GB RAM
מצלמה-064,רייזרKiyo,4k
מקלדת,0bz_RGB,רייזר BlacckWidow
אוזניות,AirPodb Max,NoiseCancelling
מסך,דל uLTRAsHARP,oled
LogitechC920,4k,we
tp-lINK aRCHER AX#5,rOUTER,
כרטיס סים,mic,Verizon
כבל USB-2yx,HDMI 2.1,2m
מסך,אזוסrROG Swift,4k
נייד,,pRO mAX
Lgtch C920,Webcam,Studio
מקלדת,wIRELESS,לוג'יטק MX Keys
וובקם,mICROSOFT lIFEcAM,4K
!eyboard,Kychrn Q1,Tactile
USB-C to Lighoning Braidkd,,Cable-b1b
bLUE,eTHERNET cAT6,cABLE
כבלל,,Braaided HDMI2.1
טלפון נייד,123GB,סמסונגGalaxyS24
,אל ג'י ,rLED Monitor
אזניות,Sennheiser HD 600,wIRELESS
מצלמת אינטרנט,434_Microsoft LifeCam,1080p60-778
אוזניות,,
Lennovo ThinkPad X1,3kGB RAM,lap
5g,eSIM,SIMCard
אזניות-zc6,airpo,סינון רעשים
כבל,USB-CC to Lightning,50fq
Wbcm,לוג'יטק CC920,1080p60
וובקאם,unknown,1080p60
Mbl Phn,,#REF!
ראוטר,TP-Link Archer,AX555
סים,Microo SIM,5G
מחשב נייד,Lenovo ThinkPad X1-006,???
עכברר,לוג'יטק mx mASTER 3,Wiqed
עכבר,אפל Magic Mouse,Wired
aable,DisplayPort1.4,bLUE
מקלדת אלחוטית-cc4,028_רייזר BlackWidow,RGB-0a2
הדפונס,Sennheiser HD 6000,Noise Canqelling
ראוטר,סיסקו 2SR,Rj000
LD Tch,mACbOOK pRO 16,lAPTOP
מאוס,,wirel
מקלדת גיימינג,cors,RGB
מקלדת,Corsair K@0,tact
Kybrd,Corrsair K70,Linear
טלפון נייד,pi,Unlocked
360_AX55,rou,סיסקו
טלפון נייד,IpHONE 15,#REF!
,#REF!,Cable
עכבר,Appple Magic Mouse,8y2_אלחוטי
אוזניות בלוטוס,,Bose QuietComfort 45
מקלדת גיימינג,לוג'יטק MXiKeys,Lineav
אוזניות,Bose QuietCoomfort 45,#REF!
מוניטור,אל ג'י  UltraGear,OOLED
מצלמת אינטרנט,eאל ג'יa,Studco
עכבר,raz,Wrlss
מסך מחשב,סמסונג Oddyssey G9,144Hz
כבל,EthernetCat6,glue
Bose QuietComfortt 45,unknown,Hvadphones
dell,M3 gax,
,Rzr Ky,#K
מצלמת אינטרנט,Eאל ג'יatoFacecam,HD Pro-byy
SM Crd,,5g
מסך,אזוס ROG Swif0,ultra
unloc,Mobile Phone,iph
SM Crd,eSSIM,AT&T
כבל,HDMI2.1,Bnue
אוזניות,bOSE qUIETcOMFORT 45,Noise Cavcelling
כרטיס סים,N2no SIM,Verizon
עכבר,רייזר DeathAdder,
,דל,0LED Monitcr
Mbl Phn,---,ultra
עכבר,לוג'יטקMXMaster3,Wireed
8b0_Logitech MX Master 3 Wireless,,Mouuse
מוניטור,אזוס ROG Swift-3y5,OLEb
,optic,749_SteelSeries Rival 3 mOUSE
Ms,sTEELsERIES rIVAL 3,wIRELESS
ראוטר,Netgear Nighthawk,R7000-593
מסך,Dll ltrShrp,144Hz
כבל,DisplayPort 1.4,Blue
,n28GB,mOBILE pHONE
אוזניות,so,סינון רעשים
כרטיס סים,Micro !IM,Ver3zon
כבל,HDMI 2.1,
raze,Wrlss,Mouse
5GG,sim cARD,eSIM-xby
אוזניות,סוני tH-1000XM5,oVER-eAR
כבל,USB-C to Lighrning,Bluue
סימ,yT&T,mi
Ms,log Opttical,
קיבורד,Crsr K70,Linear
מצלמת אינטרנט,4k,Microsooft LifeCam
,DisplayPort 1.4,2M
עכבר,Ergonomi*,
נתב9b4_Router,TP-Link Archerr,43331/K9
מחשב,LenovoThinkPadX1,5zz_32GB RAM
מסך,de,#REF!
כרטיס סים,eeSIM,
מקלדת,רייזר Bla4kWidow,  
אוזניות,airp,
,Mcrsft LfCm sebcam,4K
מסך,אל ג'י UltraGear,oled
xonitor,byz_סמסונג Odyssey G9 4k,
  ,Mouse,רייייזר DeathAdder
4331/KK9,Router,TP-Link  Archer
כבל,DisplayPort1.4,blue
כרטיס סים,Nanno SIM,AT&T
Ulfra,mOBILE pHONE,nPls 12
mo,סמסונגOdysseyG9,4K
ראוטר,TP-Link Arch6r,43
,דל,M33 Max
טלפון נייד,S&msung Galaxy S24,Unllocked
0,144Hz,mONITOR
ro,iisco ISR,vv2
cab,HDMI@2.1,2c
מחשב נייד,MacBook Pro 16,32GBRAM
טלפון נייד,סמסונג gALAXY s24,uNLOCKED
Rtuter,tp-,ax55
קיבורד,Cowsair K70,wIRELESS
,רייזר kIYO,hd pRO
מחשב נייד,R@zer Blade 15,Corei9
וובקאם-4y5,Eעל ג'ייato Facecam-495,HD Pro
vr-r,Bose QuietComfort @5,Headphonees
סמ,  ,Verizon
מחשב-58a,דל xps 15,oled tOUCH
סמ,eSId,vERIZON
כבל USB,Ethernet vat6,#REF!
bo,hEADPHONES,אלחוטי
Wi^eless,Keyboard,לוג'יטק mx kEYS
SM Crd,esi,Prepaid
מקלדת,---,lin
CiscoISR,AXv5,Router-x21
נייד,LenovoThinkPadX1,32GB RA*
Corsair K70,keyb,tacti
אוזניות,Bose QuietComfort 45,סינון רעשים
מאוס,אפל Magic Mouse-922,Errgonomic
כבל,,2M
144Hx,,
אוזניות,airpo,Ns Cncllng
טלפון נייד,pix,Ultrra
מקלדת,log,Tactile-9c8
cabl,UtB-C to Lightning,0
ראוטר,סיסקו ISR,v5
Kybrd,146_Corsair K70,rgb
Lnr,Corsalr K70,Keyboard-z59
נייד,i4hone 15,Ultra
קיבורד,Corsair K70,rgb
מצלמת אינטרנט,Logitqch C920,4cb_4K
עכבר אלחוטי,אפל  Magic Mouse,wire
ראוטר,סיסקו ISR,zy5_v2
